C:\Users\lanry\Desktop\kreathief\components\toolbar\ShapeTools.tsx: line 162, col 42, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ShapeTools.tsx: line 176, col 38, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ShapeTools.tsx: line 177, col 35, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\TextTools.tsx: line 15, col 44, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\TextTools.tsx: line 88, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\TextTools.tsx: line 118, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\TextTools.tsx: line 126, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\TextTools.tsx: line 142, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\TextTools.tsx: line 192, col 34, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\TextTools.tsx: line 207, col 32, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\TextTools.tsx: line 215, col 36, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ToolbarShared.tsx: line 8, col 93, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
